PS:PAN ratio;Feed rate(mL/h);Distance(cm);Mass fraction of solute;Mass fraction of SiO2 in solute ;Applied voltage(kV);Inner diameter(mm);wca;q;sigma
0.8542308623613111;0.8890681582908447;0.8692276208643543;0.8009074992554541;0.9381977002606515;0.7349821522567892;0.8030870999910307;116.91262817178456;-72.61610598639407;-4.007685980070049
0.7418772998254597;0.4531710720663187;0.8960111516880276;0.9137447101009886;0.41248109407172856;0.5972092741860895;0.6807127335796233;158.78672283867;43.15542895955144;2.680020370826414
0.9532271326735801;0.7911203236794364;0.8576637764925662;0.8573787220716327;0.5563548330058835;0.9262903684797558;0.33538670224113926;151.6395313279414;80.432940524;0.5383809287876851
0.5393748098184542;0.5001854953034031;0.8727261063377622;0.6928791478802637;0.6639875876147824;0.7195007091392688;0.3481291703909338;163.78189277257363;107.4186640825844;3.139799200144859
0.904128788612264;0.5787714174315288;0.7262576428812784;0.7135143192928978;0.19559868708379066;0.9391053356605756;0.5053527112699703;150.38306272693265;58.720862661305944;1.631379424695961
0.6152690998797009;0.8705892004973594;0.6971376248292187;0.8832271159524685;0.33224057832441206;0.9568012889980634;0.5531533317215774;162.8226736887695;118.14359397429615;-5.589100720863399
0.48169368551538694;0.5253461472477162;0.7571484253436356;0.8054073991792325;0.2524755351143504;0.929187944711144;0.7367971324224082;156.92873699237137;130.5244148894905;-5.30933420796557
0.7488392611870818;0.9158415447713862;0.6865405130656197;0.7547811835874961;0.21359227700979083;0.7744491813517717;0.6593752146052725;153.04362980715996;35.431439912259805;1.2147781718628607
0.8251944442922854;0.9853951079213865;0.7860510987151517;0.9434788671859429;0.9545155374224537;0.8317288856236333;0.7586580376425037;101.73413317387477;-48.641664429905575;-5.763371723327953
0.8687419829348517;0.5705199884036039;0.716989840312642;0.8626837451435174;0.27051734162008984;0.5908501436734697;0.4490059489156785;150.66200150136092;68.4112727736105;0.8344814843879274
0.5731398614558318;0.9778520612345529;0.6028073645802562;0.9706080612395567;0.9072369876625779;0.7006465249409016;0.9772707731954486;116.88123797664483;-80.15855308500235;-10.540182260793124
0.8383511579515033;0.9588996518033407;0.6703655082653394;0.9409892299108786;0.20874897047111005;0.8955954221206608;0.32791713608597617;151.97914427696568;79.7252438596606;-0.48153755945521226
0.9152372850619644;0.40950739231438094;0.5789143613519522;0.8362783521509212;0.4790901080611857;0.86335753689791;0.6666462134642521;148.46345981395805;54.12368761185502;-0.33475910677628207
0.7465310496776301;0.5731395991784288;0.8313835953160229;0.8272477236097091;0.421512640288608;0.7545067454050695;0.6734522413188382;157.54080777876013;51.131322387700806;0.5923282385623594
0.6890610907915555;0.43473934223260763;0.6166599263814918;0.9547490126251872;0.9777658913594075;0.8489220558207669;0.5821922469308403;154.25314963070707;126.82443556440353;-6.86073425700636
0.5358054096377771;0.768001982137339;0.6443316265488019;0.6728180057100452;0.9999064385989689;0.7890913015650878;0.8899863280883209;129.0729459954876;15.283106831295896;-12.224442922436022
0.4621821472825939;0.6889913425818506;0.532150042533397;0.8844990550455614;0.3782853262881709;0.7507860256557852;0.6888108135223685;163.61150194160666;86.98266093763212;-6.385401872987664
0.9924864385423166;0.7131586728449875;0.5355003180858647;0.8992724327192573;0.1339663620947612;0.9796908711707398;0.3211945909381849;139.110366512888;73.95912955996243;-0.7266845823148884
0.9288785508672059;0.8525085126911986;0.54533827480947;0.8420198067301637;0.05710672294282565;0.8021851625130436;0.7380477574516076;137.20595295475218;28.231145942955095;4.873718031773215
0.6941471830832266;0.9316314833127015;0.5622719213802782;0.7064335501658656;0.9288886032910358;0.8729564736042084;0.44633057692777345;125.13530210275312;89.91500185537171;-5.218473443427996
0.7764340280093776;0.6401778196090867;0.7915670599387749;0.8667843096921272;0.7473330134389231;0.6620882267558607;0.4566993917134685;156.5801790154327;45.28562903257708;1.3516453531983945
0.7654996030847778;0.9055719394956583;0.9880204367540198;0.904358327668598;0.4514024917951168;0.7932598184517363;0.9345959322047792;133.7480642670355;4.701657348545268;-2.6506346800422147
0.8499964107675408;0.9968392813356078;0.5033363855486561;0.7012857264219536;0.3996340927148468;0.6522546958820806;0.4651752415953493;124.98171620198616;-3.8877722201966947;2.9771978935759886
0.7850254678649093;0.5463133429340086;0.7386843484811187;0.7519453497424392;0.8182158767256454;0.9020309756020333;0.40703987908773775;158.92635087139112;123.5303191763258;-0.7309206967866544
0.6104210718937813;0.9150239928846755;0.8536763291247362;0.870921504677513;0.03608255331150654;0.6442424353357281;0.6383284922032606;146.14409327471975;63.85484887092055;2.3892263393236153
0.7908397566722761;0.6551695355167783;0.8767325081435331;0.9080129732844098;0.6866618423332568;0.9415175390081357;0.43147458868711924;153.57447539706422;102.60470131524013;-0.5244930674204547
0.829238032650967;0.6617721026383947;0.5880803448077654;0.7997657968742278;0.5158979609294919;0.7718948595919982;0.48644095397160886;151.49521441785154;51.599171747202234;-0.4992490478159013
0.6414955375394642;0.538704383633569;0.7767171708338262;0.7463627126833717;0.02284171295629597;0.9470176281855378;0.842437246044754;143.00693466258647;97.2806397586211;1.3055760722178782
0.45585740281703446;0.8459081176431109;0.5521479759680482;0.8248973570287692;0.369455523946187;0.6211924303039023;0.9962007602280384;158.21618717738988;-3.0623269983454406;-2.314060638293279
0.9796184602504915;0.7780739911850092;0.677827909951978;0.7226050004051077;0.5436367042982665;0.708246524122508;0.572725611584403;146.05503222691542;1.2561577166262907;-0.21832347658098072
0.49450485430875823;0.44173543235002743;0.9281035428511806;0.9017630726419417;0.22069941032367715;0.9166954251688699;0.8084274972768845;130.41966569565508;121.35373690249011;-0.23349262553636407
0.9243641737249841;0.4715986572863615;0.8870237256696574;0.9515783368302864;0.7251216189688036;0.7615025619564383;0.8192866398562294;148.38115135199666;-21.238512822855313;-0.4834902512047847
0.47927716316865404;0.9405527027986114;0.9553412300667667;0.6772429912652554;0.18211274165712404;0.6105780143268994;0.6415363018220508;144.7173491992141;43.01829062817055;-0.46422467161297476
0.6981697003057608;0.9681448078029234;0.9644829124709852;0.9604954461048665;0.1623791384757299;0.5824840126659586;0.39054977253997497;149.66378763202852;72.99822515540777;-0.12910487171864204
0.6788227994038509;0.5602727713041735;0.7644509369682383;0.8214278235605759;0.34554552317475695;0.8454030465485226;0.5220375778452618;160.89169353080484;86.64940221624232;-0.2791296518406732
0.9315715201465027;0.8160011123345841;0.6500642917541719;0.7582293444980367;0.6135339607851203;0.84108712785924;0.4376188798857978;142.24002718864006;44.46340941100533;-0.38169731597057677
0.6224836863138634;0.5302301560079268;0.6216223854346234;0.9924570475659846;0.9148276381102082;0.814360013108998;0.8215436936976879;141.2373798702833;66.96941971937855;-10.827108112886219
0.8617915438765176;0.4563030641871576;0.5937648337256056;0.6966338893838931;0.07174609008013279;0.7428612057818859;0.7146737652628128;129.87637456889192;26.088101109069186;5.385212357468122
0.7362616459874992;0.6108953573125032;0.8072135697163582;0.9214850347603469;0.15002928034687;0.9093009237162961;0.6197375918557624;149.6647203397114;89.2061564675966;0.7655265205165982
0.7227784628589216;0.363495228611305;0.5804630461420307;0.7773859560563479;0.2676939666483492;0.9905964157411161;0.955940326405352;147.56072174531687;118.66094191320235;-3.7811505514639236
0.5690798836179727;0.7806696634887513;0.6333751614555273;0.6872060811094423;0.8422779897439948;0.7125766643383488;0.6548248586423178;142.03638169429672;26.177113686631515;-4.753426890733728
0.68077254121147;0.6760048718677776;0.9968360576953605;0.876418553602826;0.5337127521708097;0.9351704398654683;0.8498811390501352;126.9435163452842;73.5889312876281;-3.104035975066463
0.6587704588459365;0.5324941844471722;0.9936863988957132;0.760607547787659;0.8982059051996678;0.8516459190333361;0.5466432944159132;139.08100016572982;96.67549546552459;1.936581538234222
0.8194616079680406;0.6090309465735502;0.8469108879975522;0.9476217159456896;0.4401581344043878;0.8329373825477207;0.5340024717654668;158.47619865664808;62.55128381568829;0.26232569963320884
0.9394546030720868;0.9898534079989575;0.8109785815075259;0.8487440182710836;0.060682402393351625;0.8108721028820076;0.9633289084469131;151.77253594697916;43.82293795439787;3.3601849650329925
0.6377413447498915;0.3745630766449698;0.6685266487288704;0.8154525216778641;0.8758734769657051;0.5740847550005774;0.6901203512781557;152.04745938876027;28.7496809560878;1.9880800685873439
0.9450672903531946;0.49289268505121026;0.6903467148367702;0.8097423993302647;0.8071759938548349;0.7233896658874459;0.8738947094760299;145.8061207344577;-50.918309536413176;-1.4908166285610438
0.769473420726678;0.8436351612119986;0.9159337525726075;0.7640612308708278;0.962577927576777;0.976576017383693;0.3427102793825363;117.32384939292132;131.65709805377344;0.8402111323417607
0.9115006682556117;0.801964182786546;0.664870364791742;0.6828715971389883;0.9407628302382052;0.9963193086536865;0.7918240267575829;116.9488461528373;23.369345536974322;-8.01654503397135
0.6674453672500786;0.48410947476453503;0.7059964986713351;0.9350107736592719;0.5081352996077367;0.8841635453327117;0.8348954307886876;151.77171221421756;95.49741619783362;-5.351660659964267
0.7099969788665017;0.8352456589585026;0.5437218348002999;0.7069323658064055;0.10317731080892122;0.9227671065220023;0.7678412473306218;158.1467265891201;55.803331323279565;0.2370604387356572
0.8927118419894744;0.39408421312726655;0.7244716483458032;0.8198743716616534;0.5625902269971648;0.8180850663294064;0.8839701515162482;150.11518105425486;18.384101654233802;-0.08788492396893588
0.8842043233031198;0.6441482879406761;0.5580562300716744;0.7320386691783937;0.23942259971968194;0.9494190989758213;0.9139521233230291;148.4774444424694;37.139946738346;0.4368702100872568
0.781769539841985;0.8781345982670863;0.9839104185201422;0.9588695317768074;0.7995845966043119;0.6920422863224476;0.9005739786956711;118.86260479293264;-88.81651564439855;-4.207107649525598
0.5601985993201675;0.750892442427852;0.8360488016970065;0.735048848729323;0.7611517883093839;0.8896096725656812;0.7844642495012746;136.4577711878232;79.38253066557331;-8.423704236315691
0.438888694362188;0.5930470245069406;0.6067182512265273;0.7803979274231394;0.6739318150626581;0.8555918624110266;0.7276708167074784;166.4990894322969;137.4414478343017;-12.638421223327626
0.7994159367316154;0.7168233072045089;0.938455610965572;0.6740566737095227;0.7055048990420539;0.8786358522376114;0.9488535545590194;135.84893560757388;3.739951552955006;-5.757068549278326
0.7190295292775641;0.7271090973094103;0.952488276255492;0.9130040963177276;0.5796097798325144;0.6050716612231547;0.6221299808893427;153.96782141198562;14.067707994097333;0.15281580733498323
0.9655743773015654;0.9247991236475858;0.8842534178962712;0.9775339159856463;0.17810150715398929;0.9844267738286653;0.3636185801357665;147.41831220960074;80.66644272691923;0.7576507399413153
0.6233598560000783;0.4651152613428524;0.9340579765196313;0.923566133563323;0.5848738902386721;0.7661220895366727;0.4708695282939033;159.95874545855816;80.95914787046533;3.5307410009645537
0.5872216663286668;0.8632686252162252;0.7335516899227332;0.8646181280604804;0.6483085568321826;0.5962527099534967;0.9177128705436322;143.50833170583803;-53.43107683321162;-3.2037356062118434
0.6490111612685456;0.4944967334927463;0.9660355793260065;0.9950263144605439;0.12697573899419778;0.8262861846962042;0.5687932255323631;139.21198261993237;73.66147001447305;4.267752584576321
0.8440554782531954;0.601272928275917;0.7481021814084408;0.7895370167073339;0.6033075804197068;0.6451014801655874;0.7006180336592551;157.68069870595474;3.79599598976813;-0.11095708374531732
0.801617545033561;0.8673118763443218;0.6386618543307778;0.8311931150149029;0.8865745064401065;0.6973617434125303;0.5031109395133989;128.09070453561904;4.504703656125855;-0.7067484753254885
0.9026223096394227;0.8935241585948871;0.6108936487472525;0.9754402207590618;0.6507291102011489;0.8237111324436313;0.7940190454056805;135.68836065378488;-26.96026802699646;-4.680906426104622
0.9991108236215881;0.40075303616862834;0.8919020615997086;0.896001213542103;0.716858755500582;0.7970663394167635;0.9685071731205575;144.04111945140133;-41.63627089940613;-0.8651943368114505
0.6295462030086881;0.6958153062724979;0.8225761515802832;0.6851665017133259;0.6273435085224484;0.7278306661726835;0.4152216603578285;156.04528837782118;74.12432714547987;0.4849165642544868
